ECRAN;ONGLET;DONNEE;LIBELLE;DOMAINE
N/D;N/D;IMIDISP1;Indicateur disponible 1;MOTI
N/D;N/D;IMIDISP2;Indicateur disponible 2;MOTI
N/D;N/D;IMIGPRISPE;Participe au calcul de la prime spécif.;MOTI
N/D;N/D;IMIGPRIDIV;Participe au calcul de la prime divers;MOTI
N/D;N/D;IMIGHRSSUP;Participe aux HS/HC;MOTI
N/D;N/D;IMIGRCHSMA;Participe au RC;MOTI
N/D;N/D;IMIGDEBCRE;Participe au Crédit/Débit;MOTI
N/D;N/D;IMIGPRIEQJ;Participe au calcul de la prime de jour;MOTI
N/D;N/D;IMIGPRIEQN;Participe au calcul de la prime de nuit;MOTI
N/D;N/D;IMIGPANINU;Participe au panier nuit;MOTI
N/D;N/D;IMIGPANIJR;Participe au panier jour;MOTI
N/D;N/D;IMIINTOUTL;Interface Outlook;MOTI
N/D;N/D;IMICONTCPS;Maintien congé;MOTI
N/D;N/D;IMIGCREDNB;Crédit heures totales non badgeants;MOTI
N/D;N/D;IMIGTPAUS5;Participe au temps de pause 5%;MOTI
N/D;N/D;IMIACTI;Alimente l'activité;MOTI
N/D;N/D;IMIALIGA;Alimenté par l'activité;MOTI
N/D;N/D;IMIGPRIMH;Participe à la prime de poste;MOTI
N/D;N/D;MATRICE;Matrice de pénibilité;MPEN
N/D;N/D;FACTEUR;Facteur de pénibilité;MPEN
N/D;N/D;TYPEXPO;Type d'exposition;MPEN
N/D;N/D;TYPERESS;Type de ressource;MPEN
N/D;N/D;UNITPENIB;Unité de pénibilité;MPEN
N/D;N/D;SIMUPENIB;Simulation de pénibilité;MPEN
N/D;N/D;DUREEPENIB;Durée de pénibilité;MPEN
N/D;N/D;COEFFPENIB;Coefficient de pénibilité;MPEN
N/D;N/D;IDIDRDISP1;Date RAZ compteur jour disponible 1;PARD
N/D;N/D;IDIDRDISP2;Date RAZ compteur jour disponible 2;PARD
N/D;N/D;IDIDRDISP3;Date RAZ compteur jour disponible 3;PARD
N/D;N/D;IDIDRDISP4;Date RAZ compteur jour disponible 4;PARD
N/D;N/D;IDIVDDISPH;Valeur droit heure compteur disponible 1;PARD
N/D;N/D;IDIDRDISPH;Date RAZ compteur en heure disponible 1;PARD
N/D;N/D;IDIDRDISP5;Date RAZ compteur jour disponible 5;PARD
N/D;N/D;IDIDRDISP6;Date RAZ compteur jour disponible 6;PARD
N/D;N/D;IDIDRDISH2;Date RAZ compteur en heure disponible 2;PARD
N/D;N/D;IDIDRDISH3;Date RAZ compteur en heure disponible3;PARD
N/D;N/D;IDIDRDISH4;Date RAZ compteur en heure disponible 4;PARD
N/D;N/D;IDIVDDISH2;Valeur droit heure compteur disponible 2;PARD
N/D;N/D;IDIVDDISH3;Valeur droit heure compteur disponible 3;PARD
N/D;N/D;IDIVDDISH4;Valeur droit heure compteur disponible 4;PARD
N/D;N/D;IDIDATPEHS;Début période HS payées avant fin cycle;PARD
N/D;N/D;IDIDDEBCCN;Début nouvelle CCN métallurgie;PARD
N/D;N/D;IDIVDDISP2;YR : RTT annuel pour FJ - Journaliste;PARD
N/D;N/D;IDIVDDISP3;Valeur droit jour compteur disponible  3;PARD
N/D;N/D;IDIVDDISP4;Valeur droit jour compteur disponible  4;PARD
N/D;N/D;IDIVMDISP2;Motif compteur en jour disponible 2;PARD
N/D;N/D;IDIVMDISP4;Motif compteur en jour disponible 4;PARD
N/D;N/D;IDIVMDISPH;Motif compteur en heure disponible 1;PARD
N/D;N/D;IDISACQRTT;Seuil RTT;PARD
N/D;N/D;IDIVMDISP6;Motif compteur en jour disponible 6;PARD
N/D;N/D;IDIVDDISP5;Valeur droit jour compteur disponible  5;PARD
N/D;N/D;IDIVDDISP6;Valeur droit jour compteur disponible  6;PARD
N/D;N/D;IDIVMDISH3;Motif compteur en heure disponible 3;PARD
N/D;N/D;IDISENFMA3;Seuil 2 âge enfant malade;PARD
N/D;N/D;IDIVMRCREC;Motif récupération RC;PARD
N/D;N/D;IDIVMOMISB;Motif mission badgée;PARD
N/D;N/D;IDIVMDISP1;Motif compteur en jour disponible 1;PARD
N/D;N/D;IDIVMDISP3;Motif compteur en jour disponible 3;PARD
N/D;N/D;IDIACTBAD;Activité badgée au lecteur;PARD
N/D;N/D;IDIVMDISP5;Motif compteur en jour disponible 5;PARD
N/D;N/D;IDIVMDISH2;Motif compteur en heure disponible 2;PARD
N/D;N/D;IDIVMDISH4;Motif compteur en heure disponible 4;PARD
N/D;N/D;IDIHSMINEU;Seuil HS pour les moins de 18 ans;PARD
N/D;N/D;SDIRTFJVHJ;VH : RTT annuel pour FJ - Journaliste;PARD
N/D;N/D;IDIGDEBCRE;Crédit cumulé permanent;PARD
N/D;N/D;IDICALFRAC;Calcul Congés fractionnement;PARD
N/D;N/D;IDIEFFECTI;Effectif;PARD
N/D;N/D;IDIOUVERTU;Ouverture hebdomadaire;PARD
N/D;N/D;OCCU;Code occu;PERS
N/D;N/D;LIBELLE;Libellé;PERS
N/D;N/D;LIBCOURT;Libellé court;PERS
N/D;N/D;MATRI;Code matricule;PERS
N/D;N/D;NOMPRE;Nom et prénom de l'employé;PERS
N/D;N/D;NOM;Nom de l'employé;PERS
N/D;N/D;PRENOM;Prénom de l'employé;PERS
N/D;N/D;SECTION;Section d'imputation;PERS
N/D;N/D;VIRTUEL;Provisoire;PERS
N/D;N/D;INITIALE;Initiales de l'employé;PERS
N/D;N/D;MATRIREF;Code matricule ref;PERS
N/D;N/D;INTERIM;Interimaire;PERS
N/D;N/D;MATRI;Code matricule;POIN
N/D;N/D;DATE;Date;POIN
N/D;N/D;HEURE;Heure du pointage;POIN
N/D;N/D;LECTEUR;Code lecteur;POIN
N/D;N/D;TYPEVE;Type d'événement;POIN
N/D;N/D;IMPUT;Code imputation;POIN
N/D;N/D;DATTRAI;Date de traitement;POIN
N/D;N/D;HRETRAI;Heure de traitement;POIN
N/D;N/D;DUREE;Durée de présence;POIN
N/D;N/D;SENS;Sens du pointage;POIN
N/D;N/D;MODLEC;Mode de lecture;POIN
N/D;N/D;DATMOD;Date de dernière modification;POIN
N/D;N/D;UTILMOD;Auteur de la modification;POIN
N/D;N/D;FCTCORR;Fonction de correction;POIN
N/D;N/D;CODELIEU;Lieu du poste;POST
N/D;N/D;CODEQUAL;Qualification du poste;POST
N/D;N/D;PRIORITEP;Priorité Poste;POST
N/D;N/D;RENDEMENT;Rendement du poste;POST
N/D;N/D;AFFMINI;Durée d'affectation minimum;POST
N/D;N/D;AFFMAXI;Durée d'affectation maximum;POST
N/D;N/D;PRISPOST;Temps de prise de poste;POST
N/D;N/D;FINPOST;Temps de fin de poste;POST
N/D;N/D;PENIBILITE;Pénibilité du poste;POST
N/D;N/D;FLGVIRTU;Secteur virtuel;POST
N/D;N/D;CHMAXI;Charge maxi du poste;POST
N/D;N/D;CHMINI;Charge mini du poste;POST
N/D;N/D;EXPRBES;Mode d'expression du besoin;POST
N/D;N/D;ALIAS;Alias du poste;POST
N/D;N/D;DATDEBUT;Date de début;POST
N/D;N/D;DATFIN;Date de fin;POST
N/D;N/D;UTPS;Unité de temps;POST
N/D;N/D;HDEBUT;Heure de début;POST
N/D;N/D;HFIN;Heure de fin;POST
N/D;N/D;TFINPOST;Type de fin de poste;POST
N/D;N/D;TPRISPOST;Type de début de poste;POST
N/D;N/D;SUREFF;Sureffectif;POST
N/D;N/D;CREUX;Privilégier les creux;POST
N/D;N/D;HDPLDER;Heure début plage débordement;POST
N/D;N/D;HFPLDER;Heure fin plage débordement;POST
N/D;N/D;CALPL;Calendrier de planification;POST
N/D;N/D;MODMIN;Gestion horaires minutes;POST
N/D;N/D;SUREFFR;Pourcentage sureffectif;POST
N/D;N/D;SOUSEFFR;Pourcentage sous-effectif;POST
N/D;N/D;ABREVP;Abrev poste;POST
N/D;N/D;LIBCOURT;Libellé court;POST
N/D;N/D;LIBELLE;Libellé;POST
N/D;N/D;MATRI;Code matricule;PRES
N/D;N/D;DATE_JOUR;Date de référence;PRES
N/D;N/D;MODE_TRV;Mode de travail J/S/M;PRES
N/D;N/D;CLE_POP;Population;PRES
N/D;N/D;TPS_PRES;Compteur de présence;PRES
N/D;N/D;TPS_IMPUTE;Compteur de temps déclaré;PRES
N/D;N/D;ECART;Ecart;PRES
N/D;N/D;UTILCRE;Créateur;PRES
N/D;N/D;DATCRE;Date de création;PRES
N/D;N/D;UTILMOD;Auteur de la modification;PRES
N/D;N/D;DATMOD;Date de dernière modification;PRES
N/D;N/D;UTL_VAL1;Utilisateur ayant validé en niveau 1;PRES
N/D;N/D;DATE_VAL1;Date de la validation niveau 1;PRES
N/D;N/D;UTL_VAL2;Utilisateur ayant validé en niveau 2;PRES
N/D;N/D;DATE_VAL2;Date de la validation niveau 2;PRES
N/D;N/D;UTL_VAL3;Utilisateur ayant validé en niveau 3;PRES
N/D;N/D;DATE_VAL3;Date de la validation niveau 3;PRES
N/D;N/D;VALID;Validite du motif;PRES
N/D;N/D;CLE_POPAFF;Population d'affectation;PRES
N/D;N/D;PROFIL;Code profil horaire;PRES
N/D;N/D;EVTDEF;Evénement par défaut;PRES
N/D;N/D;ANO1;Anomalie 1;PRES
N/D;N/D;PROFIL;Code profil horaire;PROF
N/D;N/D;LIBELLE;Libellé;PROF
N/D;N/D;LIBCOURT;Libellé court;PROF
N/D;N/D;REDUIT;Code réduit;PROF
N/D;N/D;PRIORITE;Code priorité;PROF
N/D;N/D;COUPMIN;Durée minimum de la coupure;PROF
N/D;N/D;COUPMAX;Durée maximum de la coupure;PROF
N/D;N/D;HRMIDI;Heure de mi-journée;PROF
N/D;N/D;PRETHEO;Présence théorique;PROF
N/D;N/D;PREMINI;Présence minimum;PROF
N/D;N/D;PREMAXI;Présence maximum;PROF
N/D;N/D;PTTHEO1;Pointage théorique 1;PROF
N/D;N/D;PTTHEO2;Pointage théorique 2;PROF
N/D;N/D;PTTHEO3;Pointage théorique 3;PROF
N/D;N/D;PTTHEO4;Pointage théorique 4;PROF
N/D;N/D;SORTAUT1;Sortie automatique 1;PROF
N/D;N/D;SORTAUT2;Sortie automatique 2;PROF
N/D;N/D;ABSENJ;Durée de l'absence jour;PROF
N/D;N/D;ABSENM;Durée de l'absence matin;PROF
N/D;N/D;ABSENS;Durée de l'absence soir;PROF
N/D;N/D;DEBNUIT;Heure de début de nuit;PROF
N/D;N/D;FINNUIT;Heure de fin de nuit;PROF
N/D;N/D;ECRCRE;Ecrétage du crédit;PROF
N/D;N/D;ECRJOU;Ecrétage de la présence;PROF
N/D;N/D;PLAGEDYN;Plages dynamiques;PROF
N/D;N/D;HORTYPE;Type de l'horaire;PROF
N/D;N/D;SYNCHRO;Profil synchronisé;PROF
N/D;N/D;IPIDISP3;Indicateur disponible 3;PROF
N/D;N/D;IPIDISP4;Indicateur disponible 4;PROF
N/D;N/D;IPIVMIPANB;Minimum pour crédit ou débit;PROF
N/D;N/D;IPIVPREANB;Valeur de crédit ou débit;PROF
N/D;N/D;IPISPRIDIV;Seuil déclenchement prime divers;PROF
N/D;N/D;IPISPRIEQJ;Seuil déclenchement prime jour;PROF
N/D;N/D;IPIVMISSDV;Début mission sur départ la veille;PROF
N/D;N/D;IPIHDPRBHS;Début de mission autorisée;PROF
N/D;N/D;IPIHFPRBHS;Fin de mission autorisée;PROF
N/D;N/D;IPIVDEBOR1;Seuil Heures excédentaires en entrée;PROF
N/D;N/D;IPIVDEBOR2;Seuil Heures excédentaires en sortie;PROF
N/D;N/D;IPISRTTACQ;Seuil acquis total RTT;PROF
N/D;N/D;IPISRTTACD;Seuil acquis demi RTT;PROF
N/D;N/D;IPIVHFISRM;Fin sans retour mission;PROF
N/D;N/D;IPIVMINBAD;Nbre minimum de badgeages;PROF
N/D;N/D;IPIVARTTEM;Valeur acquis. RTT initiative employeur;PROF
N/D;N/D;IPIVARTTSA;Acquis journalier RTT;PROF
N/D;N/D;IPISABSPLF;Seuil absences plages;PROF
N/D;N/D;IPIGPAMMIS;Coupure déjeuner mission;PROF
N/D;N/D;IPISPRIEQN;Seuil déclenchement prime nuit;PROF
N/D;N/D;IPISPANIJR;Seuil déclenchement prime panier jour;PROF
N/D;N/D;IPISPANINU;Seuil déclenchement prime panier nuit;PROF
N/D;N/D;IPISPRISPE;Seuil déclenchement prime spécifique;PROF
N/D;N/D;IPIVFPAUMA;Durée pause première plage;PROF
N/D;N/D;IPIVFPAUSO;Durée pause seconde plage;PROF
N/D;N/D;IPIABSFORJ;Durée de l'absence jour forfaitaire;PROF
N/D;N/D;IPIABSFORS;Durée de l'absence soir forfaitaire;PROF
N/D;N/D;IPIABSFORM;Durée de l'absence matin forfaitaire;PROF
N/D;N/D;IPIDISP2;Indicateur disponible 2;PROF
N/D;N/D;IPIDISP1;Indicateur disponible 1;PROF
N/D;N/D;IPIVMOPANB;Motif de crédit ou débit;PROF
N/D;N/D;IPIGHRSNUI;Gestion des heures de nuit;PROF
N/D;N/D;IPINPRIEQJ;Prime de jour;PROF
N/D;N/D;IPINPRIEQN;Prime de nuit;PROF
N/D;N/D;IPIGFORFAI;Gestion présence non badgée;PROF
N/D;N/D;IPIGPRIDIV;Prime divers;PROF
N/D;N/D;IPINPRISPE;Prime spécifique;PROF
N/D;N/D;IPIFPAUSBA;Pause badgée;PROF
N/D;N/D;IPIGPAUSME;Pause créditée;PROF
N/D;N/D;IPIGPANIJR;Panier jour;PROF
N/D;N/D;IPIGPANINU;Panier nuit;PROF
N/D;N/D;IPIGABSPLF;Contrôle absences plages;PROF
N/D;N/D;IPIGDEBORD;Crédit heures excédentaires;PROF
N/D;N/D;IPIGMISSTH;Complément mission théorie;PROF
N/D;N/D;POSTE;Code du poste;PSTE
N/D;N/D;DATDEB;Date de début;PSTE
N/D;N/D;DATFIN;Date de fin;PSTE
N/D;N/D;BESOIN;Code besoin;PSTE
N/D;N/D;ACTIVITE;Code activité;PSTE
N/D;N/D;CATALOGUE;Appartenance au catalogue;PSTE
N/D;N/D;CODEQUAL;Qualification du poste;QUAL
N/D;N/D;MATRI;Code matricule;QUAL
N/D;N/D;DATDEB;Date de début;QUAL
N/D;N/D;DATFIN;Date de fin;QUAL
N/D;N/D;RENDEMENT;Rendement du poste;QUAL
N/D;N/D;NIVEAU;Niveau de compétence;QUAL
N/D;N/D;JOURAPPLIC;Jours d'application;QUAL
N/D;N/D;MAXAFFECT;Durée maximum d'affectation au poste;QUAL
N/D;N/D;CODELIEU;Lieu du poste;QUAL
N/D;N/D;CODETHOR;Type horaire;QUAR
N/D;N/D;HDEBUT;Heure de début;QUAR
N/D;N/D;HFIN;Heure de fin;QUAR
N/D;N/D;LIBELLE;Libellé;QUAR
N/D;N/D;PROFIL;Code profil horaire;QUAR
N/D;N/D;OCCU;Code occu;RESS
N/D;N/D;LIBELLE;Libellé;RESS
N/D;N/D;LIBCOURT;Libellé court;RESS
N/D;N/D;DATDEB;Date de début;RESS
N/D;N/D;DATFIN;Date de fin;RESS
N/D;N/D;ABREV;Abrev occu;RESS
N/D;N/D;HORSECT;Code section;SECH
N/D;N/D;HORCODE;Code horaire;SECH
N/D;N/D;RANG;Rang dans le code horaire;SECH
N/D;N/D;PROFIL;Code profil horaire;SECH
N/D;N/D;DATTRAI;Date de traitement;SECH
N/D;N/D;UTIL;Utilisateur par défaut;SECH
N/D;N/D;SITE;Site par défaut;SECH
N/D;N/D;TYPEPLAN;Type de planification;SECH
N/D;N/D;UNITTRV;Unité de travail;SECH
N/D;N/D;ISIDISP3;Indicateur disponible 3;SECH
N/D;N/D;ISIDISP4;Indicateur disponible 4;SECH
N/D;N/D;IJIVMINBAD;Valeur minimum de badgeages;SECH
N/D;N/D;ISIDISP1;Indicateur disponible 1;SECH
N/D;N/D;ISIDISP2;Indicateur disponible 2;SECH
N/D;N/D;INMISS;Mission autorisée;SECH
N/D;N/D;INMOD;Suivi analytique;SECH
N/D;N/D;ISIACTI;Section gérée en activité;SECH
N/D;N/D;OCCU;Code occu;STRU
N/D;N/D;LIBELLE;Libellé;STRU
N/D;N/D;LIBCOURT;Libellé court;STRU
N/D;N/D;DATDEB;Date de début;STRU
N/D;N/D;DATFIN;Date de fin;STRU
N/D;N/D;ABREV;Abrev occu;STRU
N/D;N/D;PERVALID;Periode de validité;STRU
N/D;N/D;PERALERTE;Periode d'alerte;STRU
N/D;N/D;DATE_COUT;Date d'effet;TAUX
N/D;N/D;TAUX1;Taux 1;TAUX
N/D;N/D;TAUX2;Taux 2;TAUX
N/D;N/D;TAUX3;Taux 3;TAUX
N/D;N/D;NXPOIN;Nombre de pointages;TEMP
N/D;N/D;NXACT;Nombre d'activités;TEMP
N/D;N/D;NXPLAG;Plages attendues;TEMP
N/D;N/D;NXPOST;Nombre de postes par jour;TEMP
N/D;N/D;NXWACT;Nombre de demandes;TEMP
N/D;N/D;NXEVEN;Nombre d'événements;TEMP
N/D;N/D;NXCRPL;Nombre de créneaux;TEMP
N/D;N/D;NXENFT;Nombre d'enfants;TEMP
N/D;N/D;NXPENIB;Nombre de pénibilités;TEMP
N/D;N/D;HXPOIN;Présence pointée;TEMP
N/D;N/D;HXNUIT;Présence pointée de nuit;TEMP
N/D;N/D;HIPRE;Présence dans l'intervalle d'ANALYSE;TEMP
N/D;N/D;HIABS;Absence dans l'intervalle d'ANALYSE;TEMP
N/D;N/D;HISENS;Sens du premier pointage;TEMP
N/D;N/D;HIPOIN;Nombre de pointages dans la plage;TEMP
N/D;N/D;HIPTPR;Premier pointage de la plage;TEMP
N/D;N/D;HIPTDE;Dernier pointage de la plage;TEMP
N/D;N/D;HILECP;Lecteur du premier pointage;TEMP
N/D;N/D;HILECD;Lecteur du dernier pointage;TEMP
N/D;N/D;HIEVEP;Code événement du premier pointage;TEMP
N/D;N/D;HIEVED;Code événement du dernier pointage;TEMP
N/D;N/D;HIIMPP;Imputation du premier pointage;TEMP
N/D;N/D;HIIMPD;Imputation du dernier pointage;TEMP
N/D;N/D;HIJOUR;Durée de la journée;TEMP
N/D;N/D;TYPPLA;Type de plage;TEMP
N/D;N/D;VALORIS;Code valorisation;TEMP
N/D;N/D;HREDEB;Heure de début de plage;TEMP
N/D;N/D;HREFIN;Heure de fin de plage;TEMP
N/D;N/D;CODTRAI;Code traitement de la plage;TEMP
N/D;N/D;VALTRT1;Valeur 1 associée au code traitement;TEMP
N/D;N/D;VALTRT2;Valeur 2 associée au code traitement;TEMP
N/D;N/D;VALTRT3;Valeur 3 associée au code traitement;TEMP
N/D;N/D;DATJOU;Date du jour;TEMP
N/D;N/D;DATPRE;Date précédente;TEMP
N/D;N/D;DATSUI;Date suivante;TEMP
N/D;N/D;DATCTRSUI;Date période d'emploi suivante;TEMP
N/D;N/D;DATCTRPRE;Date période d'emploi précédente;TEMP
N/D;N/D;DATADMSUI;Date contrat admin suivante;TEMP
N/D;N/D;DATADMPRE;Date contrat admin précédente;TEMP
N/D;N/D;DATDANN;Date début annualisation;TEMP
N/D;N/D;DATFANN;Date fin annualisation;TEMP
N/D;N/D;CNRETOUR;Code retour contraintes;TEMP
N/D;N/D;CNNBERR;Nombre d'err contraintes;TEMP
N/D;N/D;CNMESS;Numero message contraintes;TEMP
N/D;N/D;CNORIG;Code origine de la demande;TEMP
N/D;N/D;CNFONCT;Code fonction de la demande;TEMP
N/D;N/D;CNMOTIF;Motif de la demande;TEMP
N/D;N/D;CNAUTEUR;Auteur de la demande;TEMP
N/D;N/D;CNDATDEB;Date de début de la demande;TEMP
N/D;N/D;CNDATFIN;Date de fin de la demande;TEMP
N/D;N/D;REGLESIMU;Règle de simulation;TEMP
N/D;N/D;DXDEBPER;Date de début de période;TEMP
N/D;N/D;HXDEBPER;Heure de début de période;TEMP
N/D;N/D;DXFINPER;Date de fin de période;TEMP
N/D;N/D;HXFINPER;Heure de fin de période;TEMP
N/D;N/D;NXHEURE;Nombre d'heures;TEMP
N/D;N/D;NXJOUR;Nombre de jours;TEMP
N/D;N/D;NXSEMAIN;Nombre de semaines;TEMP
N/D;N/D;NXMOIS;Nombre de mois;TEMP
N/D;N/D;NXANNEE;Nombre d'années;TEMP
N/D;N/D;CALEND;Code calendrier;TEMP
N/D;N/D;CALENDPRE;Code calendrier sur J-1;TEMP
N/D;N/D;CALENDSUI;Code calendrier sur J+1;TEMP
N/D;N/D;MAXAFFECT;Durée maximum d'affectation au poste;TEMP
N/D;N/D;RENDEMENT;Rendement du poste;TEMP
N/D;N/D;NIVEAUC;Niveau de compétence (domaine TEMP);TEMP
N/D;N/D;TXRECOUV;Taux de recouvrement du créneau;TEMP
N/D;N/D;NXPER;Nombre de périodes d'emploi;TEMP
N/D;N/D;NXCTA;Nombre de contrats administratifs;TEMP
N/D;N/D;NXSITU;Nombre de situations;TEMP
N/D;N/D;STQJF;Jour férié;TEMP
N/D;N/D;TEPGP;Valeur de la plus grande pause;TEMP
N/D;N/D;TEP1;Première pause;TEMP
N/D;N/D;TEP2;Deuxième pause;TEMP
N/D;N/D;TEP3;Troisième pause;TEMP
N/D;N/D;RETOUR;Retour mission;TEMP
N/D;N/D;TERACTB;Retour activité badgée;TEMP
N/D;N/D;ITQPRESJOU;PRESENCE JOUR;TEMP
N/D;N/D;ITQTRCFCET;Controle transfert CF en CET;TEMP
N/D;N/D;ITQNBJTRAV;Nbr délég. à déduire jours trav. annuels;TEMP
N/D;N/D;ITQNUITMOT;Heures de nuit maintenues par motif;TEMP
N/D;N/D;STCHEVTTE;Durée de chevauchement TTE;TEMP
N/D;N/D;STCHEHS;Durée de chevauchement HS;TEMP
N/D;N/D;STCHEHP;Durée de chevauchement Heure base payée;TEMP
N/D;N/D;TEMISS;Indicateur pour repas mission;TEMP
N/D;N/D;TEANOM;Indicateur pour positionnement anomalie;TEMP
N/D;N/D;TEDJACTB;Indicateur pour activité badgée;TEMP
N/D;N/D;MATRI;Code matricule;WABS
N/D;N/D;DATE;Date;WABS
N/D;N/D;MOTIF;Code motif;WABS
N/D;N/D;VALORIS;Code valorisation;WABS
N/D;N/D;ANNUL;Demande annulation;WABS
N/D;N/D;TYPEFOR;Type de formulaire;WABS
N/D;N/D;FONCTION;Fonction Self;WABS
N/D;N/D;MOTIDUR;Durée de l'activité;WABS
N/D;N/D;HRADEB;Début de plage d'activité;WABS
N/D;N/D;HRAFIN;Fin de plage d'activité;WABS
N/D;N/D;DATDEM;Date de la demande;WABS
N/D;N/D;UTILCRE;Créateur;WABS
N/D;N/D;UTILMOD;Auteur de la modification;WABS
